WebAssembly,TypeScript,JavaScript
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.3333333333333333,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.3333333333333333
0.0,0.0,0.0
0.0,0.0,0.3333333333333333
0.3333333333333333,0.3333333333333333,0.0
0.0,0.0,0.0
0.0,0.3333333333333333,0.0
0.0,0.3333333333333333,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.3333333333333333,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.3333333333333333,0.0,0.3333333333333333
0.0,1.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.3333333333333333,1.0,0.6666666666666666
0.0,0.3333333333333333,0.3333333333333333
0.6666666666666666,0.3333333333333333,0.0
0.0,0.6666666666666666,1.0
0.3333333333333333,0.3333333333333333,0.3333333333333333
0.3333333333333333,1.0,0.6666666666666666
0.3333333333333333,1.0,0.3333333333333333
0.0,1.0,1.0
0.0,0.6666666666666666,0.6666666666666666
0.3333333333333333,0.6666666666666666,1.3333333333333333
0.3333333333333333,1.0,1.0
0.3333333333333333,0.6666666666666666,1.0
0.6666666666666666,1.6666666666666667,1.6666666666666667
0.3333333333333333,1.3333333333333333,1.3333333333333333
0.3333333333333333,1.3333333333333333,1.6666666666666667
0.6666666666666666,1.6666666666666667,1.3333333333333333
0.3333333333333333,2.0,0.6666666666666666
0.3333333333333333,1.3333333333333333,1.3333333333333333
1.0,2.0,2.0
1.0,1.6666666666666667,1.6666666666666667
0.0,2.6666666666666665,1.6666666666666667
1.0,1.6666666666666667,1.6666666666666667
0.6666666666666666,2.3333333333333335,2.0
1.0,3.0,2.0
0.6666666666666666,2.6666666666666665,2.0
1.0,2.3333333333333335,2.6666666666666665
1.0,3.3333333333333335,3.0
1.0,3.0,2.6666666666666665
1.6666666666666667,3.6666666666666665,3.6666666666666665
0.3333333333333333,3.3333333333333335,3.6666666666666665
1.0,3.3333333333333335,3.3333333333333335
1.3333333333333333,3.3333333333333335,3.3333333333333335
1.3333333333333333,4.333333333333333,4.333333333333333
1.6666666666666667,4.666666666666667,4.333333333333333
1.3333333333333333,4.333333333333333,4.333333333333333
1.6666666666666667,4.333333333333333,4.666666666666667
1.6666666666666667,5.0,4.666666666666667
2.0,5.0,5.0
2.0,5.333333333333333,5.333333333333333
1.6666666666666667,5.333333333333333,5.333333333333333
2.3333333333333335,5.333333333333333,5.666666666666667
2.0,6.0,6.333333333333333
2.3333333333333335,5.666666666666667,6.333333333333333
2.0,6.0,6.333333333333333
2.3333333333333335,5.666666666666667,7.0
2.0,7.333333333333333,6.333333333333333
3.3333333333333335,8.0,7.333333333333333
2.3333333333333335,7.333333333333333,7.333333333333333
2.6666666666666665,8.333333333333334,7.666666666666667
2.6666666666666665,7.0,8.666666666666666
3.0,9.0,9.0
3.6666666666666665,8.666666666666666,9.333333333333334
2.6666666666666665,9.0,9.333333333333334
4.333333333333333,9.666666666666666,10.333333333333334
3.0,10.0,10.333333333333334
2.6666666666666665,10.333333333333334,11.666666666666666
4.333333333333333,10.333333333333334,10.666666666666666
4.0,11.0,11.666666666666666
3.3333333333333335,11.333333333333334,11.666666666666666
4.333333333333333,10.666666666666666,12.333333333333334
5.0,13.0,13.0
4.0,13.0,13.0
5.0,13.333333333333334,13.333333333333334
4.666666666666667,14.333333333333334,14.333333333333334
5.0,15.0,14.333333333333334
4.666666666666667,15.0,15.333333333333334
5.333333333333333,15.333333333333334,15.666666666666666
5.666666666666667,15.666666666666666,17.666666666666668
6.333333333333333,16.333333333333332,18.0
5.0,15.333333333333334,17.666666666666668
7.0,17.0,17.666666666666668
6.0,17.333333333333332,19.0
6.666666666666667,17.333333333333332,19.0
6.666666666666667,18.666666666666668,20.0
6.666666666666667,18.333333333333332,21.0
7.666666666666667,19.666666666666668,21.333333333333332
7.0,20.0,22.0
7.333333333333333,21.333333333333332,22.0
7.333333333333333,21.333333333333332,23.0
8.0,22.333333333333332,24.333333333333332
8.0,22.0,24.333333333333332
8.333333333333334,23.333333333333332,24.333333333333332
8.0,24.0,25.666666666666668
9.333333333333334,25.333333333333332,26.333333333333332
9.0,25.333333333333332,27.0
9.666666666666666,26.666666666666668,27.333333333333332
9.333333333333334,27.0,28.0
10.333333333333334,27.666666666666668,29.666666666666668
10.0,28.666666666666668,31.0
9.666666666666666,29.333333333333332,32.0
11.333333333333334,30.333333333333332,31.333333333333332
11.0,31.666666666666668,32.666666666666664
12.0,30.333333333333332,33.666666666666664
12.0,32.333333333333336,34.666666666666664
12.333333333333334,33.666666666666664,36.333333333333336
11.666666666666666,34.333333333333336,35.666666666666664
12.666666666666666,35.333333333333336,37.0
12.666666666666666,36.0,38.0
13.666666666666666,36.666666666666664,39.333333333333336
13.0,38.666666666666664,40.333333333333336
13.333333333333334,38.333333333333336,41.333333333333336
14.666666666666666,39.0,42.333333333333336
14.0,39.333333333333336,51.0
14.333333333333334,41.0,44.666666666666664
15.666666666666666,42.333333333333336,45.666666666666664
15.666666666666666,44.0,45.666666666666664
15.666666666666666,44.333333333333336,46.666666666666664
16.333333333333332,45.333333333333336,47.0
16.333333333333332,46.333333333333336,50.0
17.333333333333332,46.333333333333336,50.0
17.0,48.333333333333336,51.0
17.333333333333332,49.666666666666664,52.333333333333336
18.0,49.666666666666664,54.333333333333336
18.0,51.0,55.0
19.333333333333332,52.666666666666664,56.333333333333336
19.666666666666668,53.333333333333336,58.0
20.0,55.333333333333336,58.666666666666664
