WebAssembly,TypeScript,JavaScript,Browser
19.666666666666668,51.0,45.666666666666664,Chrome
21.666666666666668,52.666666666666664,45.0,Chrome
21.666666666666668,53.666666666666664,45.0,Chrome
21.0,53.666666666666664,47.0,Chrome
22.333333333333332,56.0,48.0,Chrome
21.666666666666668,57.0,47.666666666666664,Chrome
23.666666666666668,58.333333333333336,48.666666666666664,Chrome
23.0,60.333333333333336,52.0,Chrome
24.0,60.333333333333336,54.333333333333336,Chrome
23.666666666666668,62.333333333333336,53.666666666666664,Chrome
25.666666666666668,64.33333333333333,54.333333333333336,Chrome
24.666666666666668,64.66666666666667,55.666666666666664,Chrome
26.333333333333332,66.0,57.0,Chrome
27.333333333333332,67.33333333333333,56.666666666666664,Chrome
27.0,69.66666666666667,56.666666666666664,Chrome
28.333333333333332,71.66666666666667,61.333333333333336,Chrome
31.333333333333332,72.33333333333333,63.333333333333336,Chrome
29.333333333333332,74.33333333333333,64.0,Chrome
48.333333333333336,75.33333333333333,64.0,Chrome
30.333333333333332,75.33333333333333,62.333333333333336,Chrome
32.333333333333336,79.0,67.33333333333333,Chrome
31.0,79.33333333333333,65.0,Chrome
32.666666666666664,81.0,66.0,Chrome
33.666666666666664,81.66666666666667,68.66666666666667,Chrome
33.0,84.33333333333333,74.33333333333333,Chrome
33.333333333333336,83.33333333333333,72.33333333333333,Chrome
34.666666666666664,85.33333333333333,72.0,Chrome
34.666666666666664,90.66666666666667,74.33333333333333,Chrome
34.666666666666664,91.0,78.33333333333333,Chrome
36.666666666666664,93.33333333333333,76.66666666666667,Chrome
37.333333333333336,94.33333333333333,81.33333333333333,Chrome
36.666666666666664,97.66666666666667,81.66666666666667,Chrome
38.0,95.33333333333333,84.0,Chrome
39.0,97.0,80.66666666666667,Chrome
40.333333333333336,101.66666666666667,84.33333333333333,Chrome
39.666666666666664,103.0,86.0,Chrome
40.0,104.33333333333333,86.0,Chrome
41.666666666666664,106.66666666666667,91.33333333333333,Chrome
41.666666666666664,106.0,87.66666666666667,Chrome
42.333333333333336,109.0,89.33333333333333,Chrome
44.0,111.0,91.0,Chrome
45.0,114.0,92.66666666666667,Chrome
45.0,116.33333333333333,97.66666666666667,Chrome
46.333333333333336,119.0,100.33333333333333,Chrome
47.333333333333336,119.0,101.33333333333333,Chrome
48.666666666666664,119.0,95.33333333333333,Chrome
49.666666666666664,120.33333333333333,99.33333333333333,Chrome
51.0,122.66666666666667,100.66666666666667,Chrome
51.666666666666664,130.33333333333334,110.33333333333333,Chrome
51.333333333333336,130.33333333333334,110.0,Chrome
51.333333333333336,132.33333333333334,110.66666666666667,Chrome
53.0,130.66666666666666,111.33333333333333,Chrome
53.333333333333336,133.33333333333334,116.0,Chrome
54.333333333333336,133.33333333333334,114.0,Chrome
56.0,138.0,111.66666666666667,Chrome
56.333333333333336,145.33333333333334,118.33333333333333,Chrome
58.0,146.0,123.66666666666667,Chrome
58.0,149.0,124.33333333333333,Chrome
58.333333333333336,146.0,122.0,Chrome
61.0,148.0,124.0,Chrome
60.0,152.66666666666666,128.0,Chrome
61.666666666666664,153.66666666666666,126.66666666666667,Chrome
62.0,161.33333333333334,134.66666666666666,Chrome
64.66666666666667,164.66666666666666,140.33333333333334,Chrome
63.666666666666664,164.33333333333334,142.0,Chrome
65.0,161.0,134.33333333333334,Chrome
64.66666666666667,167.33333333333334,137.0,Chrome
67.0,168.33333333333334,144.66666666666666,Chrome
67.0,174.33333333333334,138.33333333333334,Chrome
69.66666666666667,179.0,145.0,Chrome
69.33333333333333,181.0,153.33333333333334,Chrome
70.0,178.66666666666666,152.66666666666666,Chrome
71.33333333333333,182.66666666666666,148.66666666666666,Chrome
73.0,182.33333333333334,150.66666666666666,Chrome
74.0,183.66666666666666,158.66666666666666,Chrome
72.66666666666667,187.33333333333334,158.66666666666666,Chrome
77.33333333333333,199.66666666666666,161.0,Chrome
77.33333333333333,200.33333333333334,173.0,Chrome
77.66666666666667,194.33333333333334,169.0,Chrome
79.33333333333333,201.0,164.33333333333334,Chrome
80.33333333333333,201.0,172.0,Chrome
79.66666666666667,207.0,170.66666666666666,Chrome
80.33333333333333,209.33333333333334,173.33333333333334,Chrome
84.33333333333333,219.33333333333334,187.33333333333334,Chrome
86.0,220.33333333333334,182.66666666666666,Chrome
87.0,218.66666666666666,192.66666666666666,Chrome
87.33333333333333,221.33333333333334,182.0,Chrome
89.66666666666667,224.66666666666666,194.33333333333334,Chrome
86.0,228.33333333333334,188.33333333333334,Chrome
87.0,231.0,199.66666666666666,Chrome
93.66666666666667,241.66666666666666,205.66666666666666,Chrome
94.0,242.0,214.0,Chrome
96.0,239.0,200.0,Chrome
96.0,248.33333333333334,209.0,Chrome
94.66666666666667,245.33333333333334,199.66666666666666,Chrome
95.33333333333333,247.0,198.33333333333334,Chrome
96.66666666666667,253.66666666666666,209.66666666666666,Chrome
103.66666666666667,266.3333333333333,218.66666666666666,Chrome
102.66666666666667,266.6666666666667,225.0,Chrome
104.66666666666667,271.0,217.33333333333334,Chrome
106.0,273.0,223.33333333333334,Chrome
102.33333333333333,271.6666666666667,230.0,Chrome
105.66666666666667,280.3333333333333,220.33333333333334,Chrome
104.66666666666667,289.6666666666667,232.33333333333334,Chrome
113.0,299.6666666666667,241.66666666666666,Chrome
113.0,292.6666666666667,250.33333333333334,Chrome
114.0,297.6666666666667,240.0,Chrome
114.66666666666667,299.6666666666667,250.66666666666666,Chrome
112.33333333333333,299.0,243.0,Chrome
113.66666666666667,306.3333333333333,255.0,Chrome
114.33333333333333,308.6666666666667,261.0,Chrome
122.0,319.3333333333333,273.3333333333333,Chrome
123.66666666666667,316.0,263.3333333333333,Chrome
125.0,318.3333333333333,259.0,Chrome
128.0,321.6666666666667,255.66666666666666,Chrome
123.33333333333333,322.0,262.0,Chrome
124.33333333333333,327.0,266.0,Chrome
125.33333333333333,330.6666666666667,275.6666666666667,Chrome
135.0,349.0,286.3333333333333,Chrome
134.66666666666666,346.3333333333333,295.3333333333333,Chrome
136.0,340.0,283.6666666666667,Chrome
130.0,345.6666666666667,283.0,Chrome
132.66666666666666,349.3333333333333,293.3333333333333,Chrome
134.0,360.6666666666667,293.6666666666667,Chrome
135.0,359.0,301.6666666666667,Chrome
146.33333333333334,380.6666666666667,306.3333333333333,Chrome
145.0,369.6666666666667,312.0,Chrome
147.33333333333334,373.3333333333333,302.0,Chrome
142.0,379.0,308.0,Chrome
145.0,377.6666666666667,326.6666666666667,Chrome
144.33333333333334,390.0,320.6666666666667,Chrome
146.0,386.3333333333333,325.6666666666667,Chrome
158.66666666666666,413.6666666666667,338.0,Chrome
158.0,399.0,328.6666666666667,Chrome
157.66666666666666,401.3333333333333,331.6666666666667,Chrome
153.33333333333334,407.6666666666667,346.3333333333333,Chrome
157.0,415.0,344.3333333333333,Chrome
158.33333333333334,417.3333333333333,343.6666666666667,Chrome
158.0,419.3333333333333,357.6666666666667,Chrome
171.66666666666666,443.0,375.3333333333333,Chrome
171.0,431.0,364.6666666666667,Chrome
168.33333333333334,439.3333333333333,362.6666666666667,Chrome
166.0,443.6666666666667,370.6666666666667,Chrome
169.0,452.6666666666667,367.6666666666667,Chrome
170.33333333333334,458.0,372.3333333333333,Chrome
173.0,457.6666666666667,380.6666666666667,Chrome
185.33333333333334,478.6666666666667,405.6666666666667,Chrome
184.33333333333334,460.3333333333333,383.0,Chrome
181.33333333333334,470.6666666666667,379.3333333333333,Chrome
178.0,476.3333333333333,388.0,Chrome
180.33333333333334,484.6666666666667,391.6666666666667,Chrome
183.33333333333334,488.3333333333333,390.6666666666667,Chrome
185.33333333333334,498.3333333333333,407.6666666666667,Chrome
200.0,517.3333333333334,431.3333333333333,Chrome
200.66666666666666,505.3333333333333,419.3333333333333,Chrome
189.66666666666666,509.0,427.6666666666667,Chrome
193.66666666666666,511.0,408.3333333333333,Chrome
196.0,525.0,421.6666666666667,Chrome
197.66666666666666,522.3333333333334,436.0,Chrome
197.66666666666666,534.0,433.6666666666667,Chrome
214.33333333333334,552.6666666666666,456.6666666666667,Chrome
214.0,554.6666666666666,448.3333333333333,Chrome
204.33333333333334,555.3333333333334,437.0,Chrome
207.0,560.6666666666666,452.3333333333333,Chrome
207.66666666666666,563.3333333333334,455.6666666666667,Chrome
210.66666666666666,562.6666666666666,457.6666666666667,Chrome
212.33333333333334,567.6666666666666,466.0,Chrome
227.66666666666666,587.0,487.6666666666667,Chrome
228.66666666666666,578.6666666666666,460.6666666666667,Chrome
225.33333333333334,586.6666666666666,492.6666666666667,Chrome
224.0,587.0,486.6666666666667,Chrome
223.66666666666666,591.3333333333334,485.3333333333333,Chrome
225.0,607.6666666666666,488.3333333333333,Chrome
227.33333333333334,609.3333333333334,499.6666666666667,Chrome
244.66666666666666,631.0,539.0,Chrome
243.33333333333334,618.0,519.6666666666666,Chrome
235.0,627.6666666666666,535.0,Chrome
236.66666666666666,633.3333333333334,540.6666666666666,Chrome
238.66666666666666,643.3333333333334,538.0,Chrome
241.0,644.0,541.0,Chrome
244.0,654.0,547.6666666666666,Chrome
261.6666666666667,670.6666666666666,576.6666666666666,Chrome
258.3333333333333,663.0,568.0,Chrome
251.0,674.6666666666666,556.3333333333334,Chrome
254.33333333333334,682.3333333333334,564.0,Chrome
256.6666666666667,680.6666666666666,567.0,Chrome
257.3333333333333,690.3333333333334,555.0,Chrome
262.0,698.0,584.6666666666666,Chrome
280.3333333333333,723.0,607.0,Chrome
274.6666666666667,708.0,577.6666666666666,Chrome
267.0,714.6666666666666,585.6666666666666,Chrome
270.6666666666667,730.0,585.3333333333334,Chrome
274.3333333333333,736.3333333333334,593.6666666666666,Chrome
274.6666666666667,736.0,600.6666666666666,Chrome
278.6666666666667,746.0,605.3333333333334,Chrome
297.6666666666667,784.6666666666666,635.3333333333334,Chrome
289.6666666666667,776.0,621.3333333333334,Chrome
287.3333333333333,778.3333333333334,636.6666666666666,Chrome
288.6666666666667,770.6666666666666,642.0,Chrome
290.0,797.3333333333334,623.3333333333334,Chrome
293.0,783.6666666666666,661.3333333333334,Chrome
296.3333333333333,788.6666666666666,657.3333333333334,Chrome
318.0,816.3333333333334,686.0,Chrome
308.6666666666667,807.3333333333334,659.3333333333334,Chrome
306.3333333333333,818.0,670.0,Chrome
306.6666666666667,835.6666666666666,685.6666666666666,Chrome
309.3333333333333,840.0,678.0,Chrome
312.6666666666667,843.6666666666666,694.3333333333334,Chrome
318.6666666666667,885.3333333333334,676.6666666666666,Chrome
339.6666666666667,901.3333333333334,720.6666666666666,Chrome
325.0,881.3333333333334,702.3333333333334,Chrome
325.3333333333333,872.6666666666666,701.3333333333334,Chrome
327.6666666666667,883.0,716.3333333333334,Chrome
329.0,883.6666666666666,705.0,Chrome
336.0,894.0,716.0,Chrome
333.6666666666667,903.6666666666666,724.6666666666666,Chrome
360.3333333333333,921.6666666666666,754.3333333333334,Chrome
345.0,909.0,747.0,Chrome
344.3333333333333,930.3333333333334,749.6666666666666,Chrome
348.0,936.0,753.3333333333334,Chrome
349.3333333333333,937.0,748.6666666666666,Chrome
352.0,944.0,756.0,Chrome
355.6666666666667,948.0,783.3333333333334,Chrome
384.0,994.0,796.6666666666666,Chrome
369.0,961.0,787.0,Chrome
369.0,975.6666666666666,788.3333333333334,Chrome
369.0,994.3333333333334,790.3333333333334,Chrome
371.3333333333333,1045.6666666666667,801.6666666666666,Chrome
375.3333333333333,1023.0,794.6666666666666,Chrome
378.6666666666667,1021.0,814.3333333333334,Chrome
407.0,1144.0,852.3333333333334,Chrome
385.3333333333333,1045.0,832.6666666666666,Chrome
387.0,1061.0,834.0,Chrome
390.6666666666667,1083.6666666666667,839.0,Chrome
394.3333333333333,1097.6666666666667,842.0,Chrome
399.0,1091.6666666666667,856.6666666666666,Chrome
401.0,1148.3333333333333,866.0,Chrome
432.3333333333333,1180.3333333333333,878.6666666666666,Chrome
411.6666666666667,1146.6666666666667,875.3333333333334,Chrome
410.0,1123.3333333333333,877.6666666666666,Chrome
414.3333333333333,1138.0,894.3333333333334,Chrome
422.3333333333333,1147.0,892.6666666666666,Chrome
423.0,1178.0,899.6666666666666,Chrome
432.0,1183.0,909.3333333333334,Chrome
458.0,1195.6666666666667,939.0,Chrome
432.3333333333333,1196.3333333333333,926.0,Chrome
436.0,1201.3333333333333,912.6666666666666,Chrome
440.6666666666667,1204.0,921.6666666666666,Chrome
446.6666666666667,1211.6666666666667,946.3333333333334,Chrome
448.0,1226.3333333333333,945.3333333333334,Chrome
449.3333333333333,1241.3333333333333,945.3333333333334,Chrome
483.6666666666667,1266.0,988.3333333333334,Chrome
462.3333333333333,1282.0,963.0,Chrome
462.0,1268.0,970.6666666666666,Chrome
466.0,1286.3333333333333,983.3333333333334,Chrome
470.6666666666667,1279.6666666666667,985.0,Chrome
473.3333333333333,1283.6666666666667,992.3333333333334,Chrome
475.6666666666667,1308.0,1002.3333333333334,Chrome
510.0,1367.0,1043.0,Chrome
486.3333333333333,1328.0,1016.0,Chrome
490.6666666666667,1332.3333333333333,1029.6666666666667,Chrome
495.3333333333333,1366.6666666666667,1037.3333333333333,Chrome
496.3333333333333,1360.0,1038.3333333333333,Chrome
499.0,1363.6666666666667,1053.6666666666667,Chrome
509.6666666666667,1380.0,1060.3333333333333,Chrome
537.6666666666666,1406.6666666666667,1117.0,Chrome
510.6666666666667,1395.0,1077.6666666666667,Chrome
517.0,1398.3333333333333,1090.3333333333333,Chrome
518.0,1460.3333333333333,1091.0,Chrome
524.6666666666666,1452.0,1096.0,Chrome
527.0,1475.0,1104.3333333333333,Chrome
532.0,1475.6666666666667,1114.3333333333333,Chrome
574.6666666666666,1492.6666666666667,1138.3333333333333,Chrome
540.0,1469.0,1119.6666666666667,Chrome
544.6666666666666,1491.3333333333333,1137.3333333333333,Chrome
551.0,1488.6666666666667,1146.0,Chrome
551.6666666666666,1515.6666666666667,1149.3333333333333,Chrome
556.6666666666666,1516.6666666666667,1154.3333333333333,Chrome
562.3333333333334,1548.6666666666667,1172.0,Chrome
597.3333333333334,1555.0,1207.3333333333333,Chrome
573.3333333333334,1558.3333333333333,1184.6666666666667,Chrome
573.6666666666666,1572.0,1203.0,Chrome
578.0,1574.6666666666667,1197.0,Chrome
583.0,1603.6666666666667,1219.6666666666667,Chrome
589.0,1588.3333333333333,1219.6666666666667,Chrome
592.6666666666666,1638.3333333333333,1236.6666666666667,Chrome
625.0,1663.0,1260.6666666666667,Chrome
599.3333333333334,1644.0,1220.0,Chrome
604.3333333333334,1651.3333333333333,1216.0,Chrome
611.3333333333334,1672.3333333333333,1235.6666666666667,Chrome
614.3333333333334,1671.6666666666667,1248.0,Chrome
620.3333333333334,1722.6666666666667,1254.6666666666667,Chrome
622.3333333333334,1690.0,1258.3333333333333,Chrome
666.3333333333334,1714.3333333333333,1303.0,Chrome
632.0,1738.3333333333333,1292.3333333333333,Chrome
653.0,1751.3333333333333,1290.0,Chrome
643.3333333333334,1761.6666666666667,1308.3333333333333,Chrome
647.3333333333334,1752.0,1295.6666666666667,Chrome
665.0,1769.3333333333333,1336.6666666666667,Chrome
657.0,1781.6666666666667,1346.3333333333333,Chrome
694.0,1835.3333333333333,1369.0,Chrome
665.6666666666666,1819.6666666666667,1348.3333333333333,Chrome
671.0,1815.3333333333333,1365.0,Chrome
673.0,1828.3333333333333,1373.0,Chrome
681.0,1843.6666666666667,1374.0,Chrome
685.0,1850.0,1394.3333333333333,Chrome
691.0,1887.6666666666667,1411.0,Chrome
725.3333333333334,1953.0,1437.0,Chrome
699.0,1900.3333333333333,1412.0,Chrome
706.6666666666666,1892.3333333333333,1436.3333333333333,Chrome
709.0,1903.6666666666667,1440.0,Chrome
712.3333333333334,1921.0,1455.0,Chrome
723.6666666666666,1897.6666666666667,1461.6666666666667,Chrome
723.3333333333334,1918.0,1482.6666666666667,Chrome
760.0,1970.3333333333333,1518.3333333333333,Chrome
734.6666666666666,1978.0,1536.3333333333333,Chrome
740.0,1970.3333333333333,1516.6666666666667,Chrome
745.3333333333334,1982.6666666666667,1513.6666666666667,Chrome
748.3333333333334,2008.3333333333333,1528.6666666666667,Chrome
752.0,1997.3333333333333,1531.6666666666667,Chrome
763.3333333333334,2033.0,1546.0,Chrome
796.6666666666666,2046.3333333333333,1594.0,Chrome
772.0,2053.6666666666665,1570.0,Chrome
774.3333333333334,2051.3333333333335,1594.6666666666667,Chrome
794.3333333333334,2095.3333333333335,1593.0,Chrome
785.3333333333334,2091.6666666666665,1591.3333333333333,Chrome
793.3333333333334,2112.6666666666665,1622.3333333333333,Chrome
813.3333333333334,2117.3333333333335,1614.3333333333333,Chrome
835.6666666666666,2189.6666666666665,1679.0,Chrome
808.0,2123.6666666666665,1640.6666666666667,Chrome
821.6666666666666,2170.6666666666665,1655.0,Chrome
825.3333333333334,2155.0,1672.3333333333333,Chrome
824.6666666666666,2208.6666666666665,1681.0,Chrome
828.6666666666666,2197.3333333333335,1687.6666666666667,Chrome
832.0,2214.0,1696.3333333333333,Chrome
876.0,2258.0,1762.0,Chrome
844.6666666666666,2256.3333333333335,1722.6666666666667,Chrome
853.6666666666666,2245.6666666666665,1738.3333333333333,Chrome
859.3333333333334,2262.6666666666665,1759.6666666666667,Chrome
886.0,2274.3333333333335,1732.0,Chrome
865.3333333333334,2348.6666666666665,1756.0,Chrome
875.3333333333334,2308.6666666666665,1783.0,Chrome
913.0,2402.3333333333335,1825.6666666666667,Chrome
884.3333333333334,2364.0,1793.3333333333333,Chrome
893.3333333333334,2353.3333333333335,1813.6666666666667,Chrome
902.0,2374.0,1849.0,Chrome
906.6666666666666,2371.6666666666665,1891.6666666666667,Chrome
908.0,2447.6666666666665,1871.6666666666667,Chrome
914.0,2435.6666666666665,1883.6666666666667,Chrome
963.0,2491.0,1929.6666666666667,Chrome
926.6666666666666,2498.6666666666665,1916.6666666666667,Chrome
932.0,2461.6666666666665,1913.3333333333333,Chrome
936.0,2492.3333333333335,1925.6666666666667,Chrome
946.3333333333334,2496.3333333333335,1953.0,Chrome
948.0,2517.3333333333335,1973.3333333333333,Chrome
961.6666666666666,2538.0,1947.0,Chrome
995.0,2577.3333333333335,1988.3333333333333,Chrome
967.6666666666666,2540.3333333333335,1970.0,Chrome
974.6666666666666,2606.6666666666665,1979.0,Chrome
985.6666666666666,2590.6666666666665,1983.6666666666667,Chrome
991.0,2620.3333333333335,2012.0,Chrome
995.6666666666666,2628.6666666666665,2015.3333333333333,Chrome
1004.0,2633.3333333333335,2054.6666666666665,Chrome
1049.3333333333333,2708.3333333333335,2083.6666666666665,Chrome
1010.6666666666666,2693.6666666666665,2050.0,Chrome
1027.3333333333333,2695.3333333333335,2090.6666666666665,Chrome
1024.0,2794.0,2091.6666666666665,Chrome
1039.6666666666667,2834.0,2069.0,Chrome
1042.3333333333333,2808.3333333333335,2103.3333333333335,Chrome
1052.0,2828.0,2106.3333333333335,Chrome
1088.3333333333333,2907.6666666666665,2160.0,Chrome
1054.6666666666667,2848.0,2135.0,Chrome
1069.3333333333333,2875.0,2203.6666666666665,Chrome
1067.6666666666667,2882.0,2211.3333333333335,Chrome
1086.3333333333333,2901.3333333333335,2213.0,Chrome
1080.3333333333333,2915.3333333333335,2222.6666666666665,Chrome
1093.3333333333333,2944.6666666666665,2208.3333333333335,Chrome
1142.3333333333333,2962.6666666666665,2283.3333333333335,Chrome
1103.3333333333333,2977.0,2224.3333333333335,Chrome
1116.3333333333333,2997.3333333333335,2233.0,Chrome
1119.3333333333333,3060.0,2284.6666666666665,Chrome
1123.6666666666667,3056.3333333333335,2293.0,Chrome
1126.3333333333333,3058.6666666666665,2302.0,Chrome
1143.0,3080.3333333333335,2298.3333333333335,Chrome
1184.3333333333333,3151.6666666666665,2358.3333333333335,Chrome
1142.6666666666667,3249.3333333333335,2324.3333333333335,Chrome
1159.3333333333333,3239.0,2374.3333333333335,Chrome
1155.0,3322.6666666666665,2409.3333333333335,Chrome
1176.0,3321.3333333333335,2365.6666666666665,Chrome
1170.6666666666667,3311.3333333333335,2403.6666666666665,Chrome
1189.6666666666667,3367.0,2401.6666666666665,Chrome
1227.3333333333333,3400.3333333333335,2483.0,Chrome
1192.3333333333333,3392.3333333333335,2447.6666666666665,Chrome
1259.3333333333333,3339.0,2464.6666666666665,Chrome
1216.0,3350.3333333333335,2452.0,Chrome
1242.6666666666667,3464.6666666666665,2479.6666666666665,Chrome
1233.6666666666667,3441.3333333333335,2493.6666666666665,Chrome
1266.0,3482.6666666666665,2502.3333333333335,Chrome
1297.0,3510.3333333333335,2578.6666666666665,Chrome
1255.6666666666667,3476.0,2621.6666666666665,Chrome
1260.0,3569.6666666666665,2550.3333333333335,Chrome
1257.0,3578.3333333333335,2584.3333333333335,Chrome
1274.0,3580.6666666666665,2566.6666666666665,Chrome
1281.3333333333333,3600.3333333333335,2601.0,Chrome
1294.3333333333333,3656.0,2605.3333333333335,Chrome
1337.6666666666667,3669.0,2645.6666666666665,Chrome
1290.6666666666667,3675.6666666666665,2645.3333333333335,Chrome
1316.6666666666667,3684.3333333333335,2647.0,Chrome
1350.0,3737.3333333333335,2681.6666666666665,Chrome
1331.6666666666667,3706.0,2732.0,Chrome
1339.0,3748.0,2721.0,Chrome
1335.6666666666667,3816.6666666666665,2706.6666666666665,Chrome
1393.3333333333333,3799.3333333333335,2750.6666666666665,Chrome
1344.6666666666667,3769.0,2800.3333333333335,Chrome
