Chrome,Firefox
12.666666666666666,11.0
12.666666666666666,11.666666666666666
13.666666666666666,12.0
14.0,12.0
14.333333333333334,12.333333333333334
14.666666666666666,12.666666666666666
15.0,13.333333333333334
15.0,14.0
16.666666666666668,14.666666666666666
16.666666666666668,15.333333333333334
17.0,15.0
18.0,15.0
18.333333333333332,16.0
18.333333333333332,16.666666666666668
19.333333333333332,17.0
19.666666666666668,16.666666666666668
20.333333333333332,18.333333333333332
21.333333333333332,19.0
21.0,18.333333333333332
22.0,19.333333333333332
23.0,20.0
23.0,21.0
23.666666666666668,20.333333333333332
24.333333333333332,21.666666666666668
24.333333333333332,22.333333333333332
26.333333333333332,22.666666666666668
26.333333333333332,23.0
27.333333333333332,24.0
27.666666666666668,24.0
28.333333333333332,24.666666666666668
29.333333333333332,25.666666666666668
30.0,26.333333333333332
30.0,27.0
31.333333333333332,26.666666666666668
31.333333333333332,28.333333333333332
32.666666666666664,29.333333333333332
33.333333333333336,29.666666666666668
34.333333333333336,30.0
35.0,31.0
35.666666666666664,32.0
36.333333333333336,32.333333333333336
37.333333333333336,32.666666666666664
37.666666666666664,33.333333333333336
39.0,34.666666666666664
39.666666666666664,35.666666666666664
40.666666666666664,35.666666666666664
41.666666666666664,37.0
42.666666666666664,37.333333333333336
43.666666666666664,38.666666666666664
44.0,39.0
45.333333333333336,40.666666666666664
47.0,41.0
47.333333333333336,41.333333333333336
48.333333333333336,42.333333333333336
49.333333333333336,43.333333333333336
50.333333333333336,44.333333333333336
51.0,45.333333333333336
52.666666666666664,46.0
53.666666666666664,47.0
54.666666666666664,48.333333333333336
55.333333333333336,49.0
57.333333333333336,49.333333333333336
57.333333333333336,51.666666666666664
59.333333333333336,51.666666666666664
60.333333333333336,53.0
61.0,54.666666666666664
62.666666666666664,55.0
64.33333333333333,56.666666666666664
65.0,57.333333333333336
66.33333333333333,59.0
68.0,60.666666666666664
68.66666666666667,61.0
70.0,62.0
72.0,64.0
73.33333333333333,64.66666666666667
75.0,66.0
76.33333333333333,67.33333333333333
77.0,70.33333333333333
77.0,70.0
81.0,71.33333333333333
82.33333333333333,72.0
84.33333333333333,73.33333333333333
86.33333333333333,75.0
86.66666666666667,77.0
86.66666666666667,78.33333333333333
89.33333333333333,78.33333333333333
91.66666666666667,79.66666666666667
93.0,82.66666666666667
94.66666666666667,84.33333333333333
97.0,87.33333333333333
96.66666666666667,87.33333333333333
99.33333333333333,88.0
98.0,87.33333333333333
104.66666666666667,91.66666666666667
105.33333333333333,92.66666666666667
107.0,95.33333333333333
110.0,96.33333333333333
107.33333333333333,97.33333333333333
108.66666666666667,97.33333333333333
109.66666666666667,102.0
117.0,102.33333333333333
119.66666666666667,108.66666666666667
120.33333333333333,107.0
122.66666666666667,109.33333333333333
119.66666666666667,109.0
121.0,109.33333333333333
123.66666666666667,110.66666666666667
131.0,119.33333333333333
133.0,118.0
136.33333333333334,119.0
133.33333333333334,122.33333333333333
133.66666666666666,122.33333333333333
136.66666666666666,122.66666666666667
139.0,126.66666666666667
148.0,133.66666666666666
152.0,135.0
152.66666666666666,135.33333333333334
149.0,135.33333333333334
149.66666666666666,135.33333333333334
152.66666666666666,137.0
155.0,140.0
162.66666666666666,145.0
167.66666666666666,148.0
168.33333333333334,151.33333333333334
164.33333333333334,148.66666666666666
165.66666666666666,150.0
168.66666666666666,152.0
170.66666666666666,155.33333333333334
182.66666666666666,162.0
186.66666666666666,166.0
182.66666666666666,166.0
182.66666666666666,163.33333333333334
185.33333333333334,165.66666666666666
187.66666666666666,167.66666666666666
192.0,170.33333333333334
203.33333333333334,178.0
206.0,182.0
198.66666666666666,181.66666666666666
200.33333333333334,179.66666666666666
204.33333333333334,183.33333333333334
205.66666666666666,185.33333333333334
208.66666666666666,187.0
225.0,197.0
226.66666666666666,200.66666666666666
218.33333333333334,201.0
220.33333333333334,197.66666666666666
223.33333333333334,200.33333333333334
227.0,203.33333333333334
231.33333333333334,206.33333333333334
245.33333333333334,218.33333333333334
246.33333333333334,222.66666666666666
239.66666666666666,216.0
243.0,218.66666666666666
246.33333333333334,223.66666666666666
253.33333333333334,223.66666666666666
253.0,226.33333333333334
273.0,238.66666666666666
267.3333333333333,243.0
263.0,238.33333333333334
266.6666666666667,239.33333333333334
270.0,242.0
273.3333333333333,244.66666666666666
275.6666666666667,249.66666666666666
295.3333333333333,265.6666666666667
292.0,265.6666666666667
284.6666666666667,257.6666666666667
289.3333333333333,261.6666666666667
293.6666666666667,263.0
299.3333333333333,267.3333333333333
302.0,269.0
322.3333333333333,287.6666666666667
313.6666666666667,287.3333333333333
313.0,283.0
315.6666666666667,285.0
320.6666666666667,289.0
323.6666666666667,292.6666666666667
330.3333333333333,299.0
353.6666666666667,313.3333333333333
338.6666666666667,310.3333333333333
339.3333333333333,306.0
344.0,311.0
347.3333333333333,313.3333333333333
354.0,319.6666666666667
357.6666666666667,319.3333333333333
379.0,340.6666666666667
365.6666666666667,334.3333333333333
368.0,331.6666666666667
372.6666666666667,334.6666666666667
378.3333333333333,338.0
380.3333333333333,342.0
385.3333333333333,347.6666666666667
413.3333333333333,366.6666666666667
392.3333333333333,358.3333333333333
397.0,362.6666666666667
399.6666666666667,365.0
404.3333333333333,365.3333333333333
411.0,371.6666666666667
417.0,378.6666666666667
449.6666666666667,401.0
424.0,387.0
429.0,389.6666666666667
435.6666666666667,392.6666666666667
440.6666666666667,395.6666666666667
444.6666666666667,399.6666666666667
447.0,402.6666666666667
476.3333333333333,426.6666666666667
459.3333333333333,414.6666666666667
464.6666666666667,417.0
467.6666666666667,423.3333333333333
473.6666666666667,427.3333333333333
478.3333333333333,430.6666666666667
483.3333333333333,434.0
515.0,463.6666666666667
489.6666666666667,447.0
495.6666666666667,449.6666666666667
506.6666666666667,455.3333333333333
509.3333333333333,459.3333333333333
516.0,460.6666666666667
519.0,466.3333333333333
549.6666666666666,499.3333333333333
531.3333333333334,477.3333333333333
534.0,483.3333333333333
544.0,485.0
546.6666666666666,491.0
551.0,496.0
553.6666666666666,504.6666666666667
586.0,531.0
564.6666666666666,510.6666666666667
572.3333333333334,514.0
578.6666666666666,517.6666666666666
588.0,525.3333333333334
589.0,528.6666666666666
595.6666666666666,534.3333333333334
626.0,563.0
603.6666666666666,543.6666666666666
612.0,551.3333333333334
616.3333333333334,557.6666666666666
621.3333333333334,557.6666666666666
625.6666666666666,570.6666666666666
633.6666666666666,576.0
665.6666666666666,604.0
641.3333333333334,579.6666666666666
648.0,586.6666666666666
652.6666666666666,590.3333333333334
660.0,594.6666666666666
669.6666666666666,604.3333333333334
675.0,606.0
709.3333333333334,636.0
683.3333333333334,619.0
692.6666666666666,625.3333333333334
697.3333333333334,630.3333333333334
705.0,635.0
712.3333333333334,644.0
714.0,648.3333333333334
749.6666666666666,677.0
730.3333333333334,655.0
736.3333333333334,662.6666666666666
741.6666666666666,667.6666666666666
747.0,677.0
754.6666666666666,677.3333333333334
761.0,685.3333333333334
792.3333333333334,714.0
769.6666666666666,696.6666666666666
777.3333333333334,699.6666666666666
787.3333333333334,706.0
790.0,713.0
795.6666666666666,717.6666666666666
807.3333333333334,726.3333333333334
842.6666666666666,759.3333333333334
816.3333333333334,744.3333333333334
821.0,744.3333333333334
835.0,746.6666666666666
839.3333333333334,757.3333333333334
848.0,773.6666666666666
857.3333333333334,772.3333333333334
896.0,803.3333333333334
869.3333333333334,781.3333333333334
875.0,791.3333333333334
879.3333333333334,799.6666666666666
887.6666666666666,804.6666666666666
895.0,812.6666666666666
898.3333333333334,814.3333333333334
937.6666666666666,848.0
918.6666666666666,832.3333333333334
922.3333333333334,835.6666666666666
932.0,839.3333333333334
938.6666666666666,847.3333333333334
946.3333333333334,854.6666666666666
951.0,861.6666666666666
993.0,895.0
966.0,872.3333333333334
979.3333333333334,884.3333333333334
980.0,893.3333333333334
993.3333333333334,901.6666666666666
997.0,906.0
1007.3333333333334,911.0
1046.6666666666667,948.3333333333334
1025.3333333333333,929.3333333333334
1031.0,934.0
1040.6666666666667,942.3333333333334
1042.6666666666667,945.6666666666666
1054.3333333333333,957.6666666666666
1057.6666666666667,964.3333333333334
1098.6666666666667,1003.0
1080.3333333333333,976.6666666666666
1088.0,988.3333333333334
1099.6666666666667,991.0
1102.6666666666667,995.3333333333334
1113.3333333333333,1004.0
1117.3333333333333,1014.0
1156.0,1044.6666666666667
1137.0,1024.6666666666667
1151.0,1032.0
1155.6666666666667,1041.0
1160.0,1053.0
1175.0,1062.0
1178.0,1066.6666666666667
1216.0,1099.6666666666667
1199.0,1080.6666666666667
1206.0,1084.6666666666667
1210.3333333333333,1092.0
1223.6666666666667,1101.6666666666667
1233.0,1111.6666666666667
1244.3333333333333,1123.0
1285.6666666666667,1159.0
1258.6666666666667,1140.6666666666667
1269.6666666666667,1145.6666666666667
1273.3333333333333,1154.6666666666667
1281.3333333333333,1157.3333333333333
1292.3333333333333,1166.3333333333333
1312.0,1178.6666666666667
1347.3333333333333,1211.6666666666667
1328.0,1198.0
1333.0,1202.3333333333333
1343.6666666666667,1215.6666666666667
1349.6666666666667,1221.0
1363.0,1230.6666666666667
1371.3333333333333,1231.0
1413.6666666666667,1277.3333333333333
1392.0,1249.0
1398.3333333333333,1265.0
1403.6666666666667,1266.6666666666667
1420.3333333333333,1279.3333333333333
1425.0,1283.3333333333333
1442.6666666666667,1299.3333333333333
1480.0,1334.3333333333333
1455.6666666666667,1311.3333333333333
1464.3333333333333,1320.6666666666667
1478.3333333333333,1336.6666666666667
1487.6666666666667,1340.6666666666667
1501.3333333333333,1354.6666666666667
1503.6666666666667,1361.0
1557.6666666666667,1399.3333333333333
1530.3333333333333,1374.0
1542.0,1382.0
1552.6666666666667,1394.0
1562.3333333333333,1405.0
1570.0,1410.6666666666667
1581.6666666666667,1420.3333333333333
1622.3333333333333,1465.6666666666667
1604.0,1441.0
1614.0,1450.0
1625.3333333333333,1463.0
1627.3333333333333,1470.6666666666667
1644.0,1480.0
1661.0,1492.3333333333333
1705.3333333333333,1533.3333333333333
1677.6666666666667,1509.6666666666667
1693.0,1516.6666666666667
1696.3333333333333,1529.6666666666667
1700.0,1540.6666666666667
1713.3333333333333,1548.6666666666667
1730.0,1498.0
1765.3333333333333,1488.0
1747.0,1460.3333333333333
1758.0,1478.6666666666667
1773.0,1481.0
1791.0,1483.0
1804.6666666666667,1497.3333333333333
1817.6666666666667,1497.0
1860.6666666666667,1549.0
1841.0,1522.6666666666667
1852.0,1532.3333333333333
1850.6666666666667,1547.3333333333333
1860.6666666666667,1558.0
1885.3333333333333,1559.6666666666667
1900.6666666666667,1571.3333333333333
1943.0,1617.0
1908.3333333333333,1596.0
1920.3333333333333,1604.6666666666667
1932.3333333333333,1611.6666666666667
1954.3333333333333,1626.3333333333333
1961.0,1642.6666666666667
1978.0,1662.6666666666667
2020.6666666666667,1687.6666666666667
1991.0,1673.0
2005.6666666666667,1680.0
2017.6666666666667,1685.3333333333333
2030.0,1704.0
2044.3333333333333,1700.3333333333333
2055.6666666666665,1711.3333333333333
2101.0,1757.3333333333333
2079.3333333333335,1745.6666666666667
2091.0,1741.3333333333333
2104.0,1763.6666666666667
2119.0,1772.0
2129.3333333333335,1775.6666666666667
2143.0,1785.6666666666667
2193.0,1840.3333333333333
2186.0,1814.6666666666667
2204.3333333333335,1822.3333333333333
2199.3333333333335,1821.3333333333333
2206.6666666666665,1842.3333333333333
2238.0,1853.0
2248.6666666666665,1862.3333333333333
2286.6666666666665,1911.6666666666667
2271.3333333333335,1887.0
2282.6666666666665,1896.0
2309.3333333333335,1928.3333333333333
2320.0,1931.6666666666667
2333.0,1943.6666666666667
2348.6666666666665,1948.3333333333333
2386.0,1988.0
2355.0,1964.6666666666667
2370.0,1973.3333333333333
2385.0,1987.6666666666667
2397.6666666666665,1995.6666666666667
2419.3333333333335,2018.6666666666667
2436.6666666666665,2024.0
2492.3333333333335,2077.3333333333335
2463.6666666666665,2055.3333333333335
2470.0,2073.0
2481.0,2075.3333333333335
2513.3333333333335,2080.6666666666665
2528.3333333333335,2091.0
2531.0,2106.3333333333335
2579.6666666666665,2153.6666666666665
2556.3333333333335,2129.0
2582.3333333333335,2149.3333333333335
2606.6666666666665,2168.0
2619.6666666666665,2183.6666666666665
2623.0,2183.3333333333335
2645.3333333333335,2205.0
2699.3333333333335,2243.6666666666665
2669.0,2222.3333333333335
2694.0,2232.3333333333335
2696.3333333333335,2237.0
2707.3333333333335,2254.3333333333335
2721.3333333333335,2263.3333333333335
2724.3333333333335,2280.6666666666665
2622.0,2325.6666666666665
2599.0,2302.3333333333335
2617.0,2313.3333333333335
2635.3333333333335,2339.6666666666665
2652.3333333333335,2354.0
2670.3333333333335,2362.6666666666665
2678.6666666666665,2374.0
2733.6666666666665,2435.3333333333335
2715.3333333333335,2410.6666666666665
2729.3333333333335,2415.0
2743.3333333333335,2452.3333333333335
2759.3333333333335,2449.3333333333335
2774.0,2473.0
2793.6666666666665,2480.0
2844.6666666666665,2528.6666666666665
2823.6666666666665,2505.3333333333335
2835.0,2521.6666666666665
2852.0,2539.6666666666665
2859.3333333333335,2553.6666666666665
2887.3333333333335,2571.0
2888.6666666666665,2569.6666666666665
2946.0,2607.6666666666665
2931.6666666666665,2599.0
2951.6666666666665,2618.6666666666665
2963.6666666666665,2626.3333333333335
2980.3333333333335,2644.6666666666665
2988.6666666666665,2644.3333333333335
3001.6666666666665,2659.6666666666665
3061.0,2723.6666666666665
3040.3333333333335,2693.3333333333335
3066.6666666666665,2696.3333333333335
3078.3333333333335,2724.0
3095.6666666666665,2752.0
3114.0,2760.0
3124.3333333333335,2754.3333333333335
3170.3333333333335,2810.6666666666665
3155.3333333333335,2787.6666666666665
3178.6666666666665,2810.0
3185.6666666666665,2822.6666666666665
3236.0,2848.3333333333335
3215.3333333333335,2866.6666666666665
3246.6666666666665,2853.6666666666665
3291.6666666666665,2915.3333333333335
3268.3333333333335,2891.6666666666665
3287.3333333333335,2912.3333333333335
3313.3333333333335,2918.3333333333335
3317.6666666666665,2941.0
3336.0,2955.0
3368.6666666666665,2973.0
3411.3333333333335,3030.0
3380.3333333333335,3005.6666666666665
3409.3333333333335,3015.0
3422.3333333333335,3025.0
3442.0,3055.0
3461.3333333333335,3065.6666666666665
3483.0,3076.3333333333335
3540.0,3158.0
3520.6666666666665,3126.3333333333335
3532.6666666666665,3148.0
3551.0,3139.0
3580.0,3150.3333333333335
3592.6666666666665,3184.3333333333335
3603.6666666666665,3193.6666666666665
3663.3333333333335,3250.6666666666665
3645.3333333333335,3225.3333333333335
3679.0,3252.0
3688.0,3279.6666666666665
3714.0,3271.6666666666665
3718.6666666666665,3306.0
3745.3333333333335,3308.3333333333335
3804.0,3370.3333333333335
3778.0,3360.6666666666665
3798.0,3378.3333333333335
3814.6666666666665,3384.3333333333335
3833.3333333333335,3402.3333333333335
3853.0,3405.6666666666665
3877.6666666666665,3437.0
3937.6666666666665,3490.6666666666665
3919.6666666666665,3452.3333333333335
3948.3333333333335,3490.6666666666665
3964.0,3517.6666666666665
3983.0,3516.3333333333335
4003.3333333333335,3544.6666666666665
4016.6666666666665,3565.3333333333335
4079.0,3605.0
4063.0,3579.6666666666665
4067.6666666666665,3616.6666666666665
4096.0,3639.0
4122.666666666667,3630.6666666666665
4129.0,3656.0
4146.333333333333,3680.0
4212.0,3743.6666666666665
4204.0,3728.6666666666665
4223.0,3754.6666666666665
4231.333333333333,3770.0
4264.0,3770.6666666666665
4285.0,3783.3333333333335
4297.666666666667,3815.3333333333335
4355.666666666667,3857.3333333333335
4330.0,3846.0
4354.333333333333,3858.6666666666665
4374.0,3879.3333333333335
4405.666666666667,3921.0
4423.666666666667,3929.6666666666665
4456.333333333333,3948.3333333333335
4511.0,4022.0
4489.333333333333,3996.0
4507.0,4007.0
4539.333333333333,4051.0
4564.666666666667,4027.6666666666665
4571.666666666667,4054.6666666666665
4594.333333333333,4084.0
4674.333333333333,4147.666666666667
4643.333333333333,4114.0
4668.666666666667,4139.333333333333
4692.333333333333,4179.0
4717.333333333333,4174.333333333333
4744.666666666667,4200.666666666667
4767.333333333333,4210.333333333333
4837.666666666667,4280.0
4815.666666666667,4278.0
4829.0,4271.666666666667
4852.666666666667,4292.333333333333
4870.666666666667,4332.333333333333
4883.0,4344.666666666667
4914.333333333333,4342.666666666667
4993.333333333333,4414.666666666667
4968.333333333333,4406.0
4982.666666666667,4434.333333333333
4996.333333333333,4454.666666666667
5027.333333333333,4459.333333333333
5048.666666666667,4470.333333333333
5077.666666666667,4504.666666666667
5155.333333333333,4567.0
5124.666666666667,4572.0
5160.333333333333,4593.0
5174.0,4586.0
5205.333333333333,4633.333333333333
5228.666666666667,4651.333333333333
5252.666666666667,4678.666666666667
5302.666666666667,4742.0
5289.333333333333,4709.0
5314.0,4734.0
5329.666666666667,4747.666666666667
5366.666666666667,4773.333333333333
5376.333333333333,4788.0
5406.666666666667,4839.0
5491.666666666667,4886.0
5455.333333333333,4870.666666666667
5477.0,4896.0
5498.0,4930.333333333333
5534.333333333333,4932.666666666667
5573.0,4939.666666666667
5600.333333333333,4974.0
5669.666666666667,5021.666666666667
5634.0,5018.333333333333
5645.666666666667,5034.0
5740.333333333333,5159.0
